Step; State; Reward
1; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
36; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
37; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
38; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
39; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
40; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
41; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
42; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
43; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
44; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
45; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
46; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
47; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
48; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
49; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
50; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
51; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
52; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
53; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
54; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
55; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
56; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
57; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
58; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
59; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
60; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
61; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
62; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
63; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
64; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
65; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
66; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
67; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
68; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
69; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
70; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
71; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
72; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
73; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
74; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
75; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
76; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
77; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
78; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
79; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
80; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
81; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
82; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
83; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
84; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
85; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
86; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
87; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
88; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
89; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
90; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
91; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
92; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
93; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
94; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
95; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
96; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
97; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
98; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
99; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
100; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
101; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
102; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
103; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
104; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
105; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
106; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
107; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
108; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
109; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
110; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
111; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
112; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
113; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
114; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
115; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
116; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
117; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
118; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
119; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
120; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
121; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
122; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
123; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
124; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
125; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
126; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
127; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
128; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
129; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
130; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
131; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
132; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
133; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
134; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
135; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
136; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
137; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
138; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
139; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
140; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
141; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
142; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
143; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
144; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
145; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
146; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
147; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
148; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
149; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
150; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
151; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
152; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
153; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
154; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
155; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
156; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
157; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
158; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
159; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
160; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
161; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
162; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
163; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
164; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
165; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
166; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
167; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
168; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
169; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
170; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
171; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
172; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
173; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
174; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
175; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
176; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
177; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
178; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
179; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
180; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
181; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
182; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
183; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
184; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [0.]
185; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
186; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
187; [[0.1781 7.96   0.     0.1758 0.     0.     8.19   8.17   0.1793 4.035
  4.035  0.     0.     0.     0.     0.    ]]; [632.4041]
